page,indicator_id,indicator_value,country_id,country_value,countryiso3code,date,value,unit,obs_status,decimal,download_date
8,EN.POP.DNST,Population density (people per sq. km of land area),ZF,Sub-Saharan Africa (excluding high income),SSA,2019,46.9413469780851,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),ZF,Sub-Saharan Africa (excluding high income),SSA,2018,45.721461505857,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),ZF,Sub-Saharan Africa (excluding high income),SSA,2017,44.527801108854,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),ZF,Sub-Saharan Africa (excluding high income),SSA,2016,43.3671436137162,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),ZF,Sub-Saharan Africa (excluding high income),SSA,2015,42.2179153023434,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,48.1899915545294,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,46.9445294385801,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,45.7246313333712,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,44.5309554548187,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,43.3702715004675,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),T6,Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,42.221012661577,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2022,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2021,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2020,51.9267324082008,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2019,51.6725990915017,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2018,51.3627402421534,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2017,51.0168304644609,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2016,50.6364327021405,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),XT,Upper middle income,,2015,50.2518820229956,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2022,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2021,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2020,60.1705971175182,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2019,59.5680822505781,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2018,58.9456095506275,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2017,58.3030938464461,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2016,57.6377305343237,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),1W,World,WLD,2015,56.9736583619639,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2022,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2021,NA,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2020,59.7522806371985,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2019,57.9082516903546,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2018,56.2482314520951,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2017,54.6485411587937,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2016,53.1042837649295,,,0,2023-08-31
8,EN.POP.DNST,Population density (people per sq. km of land area),AF,Afghanistan,AFG,2015,51.7509145546816,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2020,103.571131386861,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2019,104.167554744526,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2018,104.612262773723,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2017,104.870693430657,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2016,104.967189781022,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AL,Albania,ALB,2015,105.135145985401,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2020,18.2436570559099,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2019,17.9303156808402,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2018,17.6035123046545,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2017,17.2716286111714,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2016,16.9369083372205,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),DZ,Algeria,DZA,2015,16.6026255583626,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2020,230.945,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2019,236.605,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2018,242.12,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2017,247.315,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2016,252.24,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AS,American Samoa,ASM,2015,256.84,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2020,165.31914893617,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2019,162.431914893617,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2018,159.602127659574,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2017,157.1,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2016,154.340425531915,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AD,Andorra,AND,2015,152.651063829787,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2020,26.8135766423358,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2019,25.9513820486083,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2018,25.085050934467,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2017,24.2308719018208,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2016,23.385534611374,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AO,Angola,AGO,2015,22.5617397930537,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2021,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2020,210.6,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2019,209.356818181818,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2018,208.240909090909,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2017,207.088636363636,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2016,205.827272727273,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AG,Antigua and Barbuda,ATG,2015,204.411363636364,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2022,NA,,,0,2023-08-31
9,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2020,16.580892611147,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2019,16.4208266190179,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2018,16.2585100979651,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2017,16.0941907925267,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2016,15.9281350828921,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AR,Argentina,ARG,2015,15.7606327351655,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2020,98.5461187214612,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2019,99.0727783631893,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2018,99.6331928345627,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2017,100.17291886196,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2016,100.661573586231,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AM,Armenia,ARM,2015,101.109764664559,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2020,592.138888888889,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2019,591.344444444444,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2018,588.677777777778,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2017,585.772222222222,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2016,582.633333333333,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AW,Aruba,ABW,2015,579.205555555556,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2020,3.33531231068042,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2019,3.29435141874306,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2018,3.24578498235834,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2017,3.19736584148247,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2016,3.14493553058884,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AU,Australia,AUS,2015,3.10011259648803,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2020,108.057004362579,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2019,107.609306834707,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2018,107.131858943286,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2017,106.61131846825,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2016,105.873339796413,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AT,Austria,AUT,2015,104.734597673291,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2020,122.124736829369,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2019,121.280071139933,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2018,120.25759188908,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2017,119.208741622511,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2016,118.033288980283,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),AZ,Azerbaijan,AZE,2015,116.731076781631,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2022,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2021,NA,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2020,40.6064935064935,,,0,2023-08-31
10,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2019,40.4152847152847,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2018,40.1504495504496,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2017,39.8621378621379,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2016,39.558041958042,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BS,"Bahamas, The",BHS,2015,39.2304695304695,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2020,1882.12611464968,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2019,1908.28607918263,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2018,1906.84615384615,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2017,1867.7358974359,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2016,1809.57766367137,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BH,Bahrain,BHR,2015,1750.82519280206,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2020,1286.17155258508,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2019,1271.53892601982,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2018,1257.46299454559,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2017,1242.94356610586,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2016,1227.50686025966,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BD,Bangladesh,BGD,2015,1212.49135745563,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2020,652.774418604651,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2019,651.581395348837,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2018,650.437209302326,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2017,649.272093023256,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2016,648.020930232558,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BB,Barbados,BRB,2015,646.704651162791,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2020,46.211212927382,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2019,46.4107506220284,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2018,46.5010592176569,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2017,46.5987595325832,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2016,46.6499448243246,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BY,Belarus,BLR,2015,46.611337189252,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2020,381.063540290621,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2019,379.424702774108,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2018,377.379590488771,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2017,375.66571994716,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2016,374.221334214003,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BE,Belgium,BEL,2015,372.33143989432,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2022,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2021,NA,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2020,17.3135028496274,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2019,17.0580885576502,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2018,16.7499342393687,,,0,2023-08-31
11,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2017,16.4266988163086,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2016,16.1031565103025,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BZ,Belize,BLZ,2015,15.7768960982025,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2020,112.12418410784,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2019,108.996488116353,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2018,105.894670095779,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2017,102.844794253281,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2016,99.8588595246541,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BJ,Benin,BEN,2015,96.9562167435261,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2020,1183.2037037037,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2019,1183.53703703704,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2018,1183.66666666667,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2017,1182.83333333333,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2016,1195.44444444444,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BM,Bermuda,BMU,2015,1208.09259259259,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2020,20.2544834819088,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2019,20.1221552176193,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2018,19.981541688516,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2017,19.8228030620805,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2016,19.6560664848993,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BT,Bhutan,BTN,2015,19.4998032374006,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2020,11.0183347179913,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2019,10.8717022062217,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2018,10.7143958275639,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2017,10.5562014215822,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2016,10.3969491368965,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BO,Bolivia,BOL,2015,10.2373165328164,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2020,64.81263671875,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2019,65.63888671875,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2018,66.40876953125,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2017,67.18802734375,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2016,67.9880078125,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BA,Bosnia and Herzegovina,BIH,2015,68.834453125,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BW,Botswana,BWA,2022,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BW,Botswana,BWA,2021,NA,,,0,2023-08-31
12,EN.POP.DNST,Population density (people per sq. km of land area),BW,Botswana,BWA,2020,4.49314841282445,,,0,2023-08-31
